status,target,certifiable_alpha,R_J_hat,c_J_prime,n_records,n_M1,n_M0,true_positive,false_positive,TPR,FPR,reliable,unreliable_reason,repeat_index,n_M,n_J,zeta,alpha_min,alpha_max,alpha_step
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,3,2,3,0,1.0,0.0,True,,188,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,189,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,3,2,3,0,1.0,0.0,True,,190,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,191,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",192,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,3,2,3,0,1.0,0.0,True,,193,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,194,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,4,1,4,0,1.0,0.0,True,,195,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",196,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,197,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.8,0.65,0.6528798190839772,5,4,1,4,0,1.0,0.0,True,,198,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",199,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,200,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,201,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,3,2,3,0,1.0,0.0,True,,202,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,203,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,204,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,4,1,4,0,1.0,0.0,True,,205,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,206,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,207,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,208,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,209,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,210,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,211,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,212,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",213,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,214,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,215,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,3,2,3,0,1.0,0.0,True,,216,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",217,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,218,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,219,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,220,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,221,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,222,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,223,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.8,0.65,0.6528798190839772,5,4,1,4,0,1.0,0.0,True,,224,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",225,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",226,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",227,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,3,2,3,0,1.0,0.0,True,,228,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",229,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",230,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",231,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,4,1,4,0,1.0,0.0,True,,232,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",233,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,4,1,4,0,1.0,0.0,True,,234,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",235,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,236,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,237,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,3,2,3,0,1.0,0.0,True,,238,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,239,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,3,2,3,0,1.0,0.0,True,,240,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",241,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.8,0.65,0.6528798190839772,5,4,1,4,0,1.0,0.0,True,,242,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,243,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,244,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",245,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,3,2,3,0,1.0,0.0,True,,246,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,247,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,3,2,3,0,1.0,0.0,True,,248,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,249,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,250,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,251,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.8,0.65,0.6528798190839772,5,4,1,4,0,1.0,0.0,True,,252,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,253,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,254,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,255,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",256,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,257,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,258,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,259,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,260,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,3,2,3,0,1.0,0.0,True,,261,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,3,2,3,0,1.0,0.0,True,,262,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,3,2,3,0,1.0,0.0,True,,263,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,264,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,265,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,266,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.8,0.65,0.6528798190839772,5,3,2,3,0,1.0,0.0,True,,267,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",268,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",269,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,270,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,271,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,272,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",273,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",274,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",275,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",276,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",277,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,278,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,279,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,4,1,4,0,1.0,0.0,True,,280,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,281,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,282,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,283,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",284,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",285,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",286,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,287,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,288,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,289,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,290,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,291,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,3,2,3,0,1.0,0.0,True,,292,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,293,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,294,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,295,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,3,2,3,0,1.0,0.0,True,,296,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,297,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",298,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",299,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,300,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,301,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,302,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,303,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",304,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,305,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,306,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",307,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",308,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,309,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,310,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,311,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,312,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,3,2,3,0,1.0,0.0,True,,313,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,314,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,315,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,3,2,3,0,1.0,0.0,True,,316,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",317,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,318,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.8,0.65,0.6528798190839772,5,4,1,4,0,1.0,0.0,True,,319,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,320,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,321,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",322,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",323,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,324,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,325,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,326,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,327,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,3,2,3,0,1.0,0.0,True,,328,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,4,1,4,0,1.0,0.0,True,,329,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",330,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,331,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,332,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,4,1,4,0,1.0,0.0,True,,333,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,334,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.8,0.65,0.6528798190839772,5,4,1,4,0,1.0,0.0,True,,335,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,336,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,337,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,3,2,3,0,1.0,0.0,True,,338,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,339,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,340,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,341,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,342,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",343,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",344,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,3,2,3,0,1.0,0.0,True,,345,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,346,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,347,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,348,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,349,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,350,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,351,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,4,1,4,0,1.0,0.0,True,,352,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.49,0.3,0.30613655757894065,5,4,1,4,0,1.0,0.0,True,,353,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,354,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,4,1,4,0,1.0,0.0,True,,355,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",356,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,3,2,3,0,1.0,0.0,True,,357,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",358,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,359,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.76,0.6,0.6029186315906621,5,3,2,3,0,1.0,0.0,True,,360,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,361,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,362,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.59,0.4,0.4091034879349963,5,3,2,3,0,1.0,0.0,True,,363,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.54,0.35,0.35668919917292097,5,4,1,4,0,1.0,0.0,True,,364,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,365,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.68,0.5,0.5084298604635467,5,3,2,3,0,1.0,0.0,True,,366,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,367,5,20,0.05,0.01,0.8,0.01
not_certified,visual_factuality,,0.7,0.6528798190839772,5,4,1,4,0,1.0,0.0,True,,368,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,369,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,370,5,20,0.05,0.01,0.8,0.01
invalid_reliability,visual_factuality,,,,5,5,0,5,0,1.0,,False,"No human-labelled successes in D_M, so FPR cannot be estimated.",371,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,3,2,3,0,1.0,0.0,True,,372,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.63,0.45,0.4524243570827292,5,4,1,4,0,1.0,0.0,True,,373,5,20,0.05,0.01,0.8,0.01
certified,visual_factuality,0.72,0.55,0.5548580064996133,5,4,1,4,0,1.0,0.0,True,,374,5,20,0.05,0.01,0.8,0.01
